Compound,CID,mol_idx,Regno,Chemotype,Smiles,smiles_nosalt
UNC10225462A,23648920,600,GSK846226,4-aryl-7-azaindole,O=S(=O)(N1CCCC1)c1ccc(cc1)-c1ccnc2[nH]ccc12,O=S(=O)(c1ccc(-c2ccnc3[nH]ccc23)cc1)N1CCCC1
UNC10225463A,42618144,601,GSK1122999,isoquinoline,Cl.Cl.C1CC(CCN1)Oc1cc2cnccc2cc1-c1ccccc1,c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1
UNC10225464A,6539463,602,SB-317651,3-anilino-4-aryl maleimide,Clc1ccc(cc1)C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(Cl)c1
UNC10225466A,24803787,603,GSK1321561,4-aryl-7-azaindole,Cl.Cl.NCC(NC(=O)c1cc(c(s1)-c1ccnc2[nH]ccc12)-c1ccccc1)c1ccccc1,NCC(NC(=O)c1cc(-c2ccccc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225467A,44532315,604,GW494601,4-anilinoquinoline,Cl.Oc1cccc(Nc2ccnc3cc(ccc23)-c2ccncc2)c1,Oc1cccc(Nc2ccnc3cc(-c4ccncc4)ccc23)c1
UNC10225468A,6539528,605,SB-517081,3-amino-5-aryl-pyrazolopyridine,Nc1n[nH]c2ncc(cc12)-c1ccccc1,Nc1n[nH]c2ncc(-c3ccccc3)cc12
UNC10225471A,24803786,606,GSK1321565,4-aryl-7-azaindole,Cl.Cl.NCC(NCc1ccc(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NCC(NCc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225473A,11633551,607,GW810083,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,CN(C1CCOCC1)C(=O)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,CN(C(=O)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1)C1CCOCC1
UNC10225474A,44397230,608,SB-733887,Imidazolopyridine,CCn1c(nc2cnccc12)-c1ccoc1,CCn1c(-c2ccoc2)nc2cnccc21
UNC10225475A,10135552,609,GW595885,Biphenylamide,COc1ccc(NC(=O)c2ccc(cc2)-c2cc(ccc2C)-c2nnc(C)o2)cc1,COc1ccc(NC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1
UNC10225477A,45271244,610,GW867588,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2ccc3ncsc3c2)c2ccccc2n1,Cc1cccc(-c2nc(Nc3ccc4ncsc4c3)c3ccccc3n2)n1
UNC10225478A,66561167,611,GSK2635225,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cc(F)cc(c2)C(F)(F)F)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(F)cc(C(F)(F)F)c2)c2c(N)ncnc21
UNC10225479A,44532979,612,GW856805,4-anilinoquinoline,Cc1ccc(O)cc1Nc1ccnc2ccc(cc12)C(C)(C)C,Cc1ccc(O)cc1Nc1ccnc2ccc(C(C)(C)C)cc12
UNC10225480A,45271243,613,GW876731,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2ccc3n(C)ncc3c2)c2ccccc2n1,Cc1cccc(-c2nc(Nc3ccc4c(cnn4C)c3)c3ccccc3n2)n1
UNC10225481A,56683489,614,GSK1660437,4-pyrimidinyl_ortho-aryl_azoles,CC(C)c1nc(c(s1)-c1ccnc(Nc2ccc(nc2)N2CCN(CC2)C(C)=O)n1)-c1cccc(NS(=O)(=O)c2cccc(Cl)c2)c1,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)n3)cn2)CC1
UNC10225482A,,615,SB-428218,4-pyridinyl_ortho-aryl_azoles,Cl.Oc1ccc(cc1)-c1nc([nH]c1-c1ccncc1)-c1ccccc1,Oc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)cc1
UNC10225483A,44523343,616,GI261656,4-anilinoquinoline,Cl.COc1cc2nccc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,COc1cc2nccc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC
UNC10225484A,44532531,617,GW578342,4-anilinoquinoline,CN1CCN(Cc2cccc(c2)-c2ccc3c(Nc4ccc(Oc5ccccc5)cc4)ccnc3c2)CC1,CN1CCN(Cc2cccc(-c3ccc4c(Nc5ccc(Oc6ccccc6)cc5)ccnc4c3)c2)CC1
UNC10225486A,129723,618,SKF-105561,4-pyridinyl_ortho-aryl_azoles,CSc1ccc(cc1)-c1nc2CCCn2c1-c1ccncc1,CSc1ccc(-c2nc3n(c2-c2ccncc2)CCC3)cc1
UNC10225487A,5329841,619,GW827654,"2,4-dianilinopyrimidine",Cl.CN(c1ccc(NC(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1
UNC10225488A,44279279,620,GW275568,4-anilino-quinazoline and analogues,Cl.C(c1ccccc1)n1ccc2cc(Nc3ncnc4ccccc34)ccc12,c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1
UNC10225489A,51357954,621,GSK2291363,3-Amino-6-aryl-indazole,C[C@@H]1CC[C@@H](CN1c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1)C(=O)NC1CCCCC1,C[C@@H]1CC[C@H](C(=O)NC2CCCCC2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225490A,66561013,622,GSK2634758,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cc1ccc(CC(=O)N2CCc3cc(ccc23)-c2cn(C)c3ncnc(N)c23)cc1,Cc1ccc(CC(=O)N2CCc3cc(-c4cn(C)c5ncnc(N)c45)ccc32)cc1
UNC10225491A,25263085,623,GW813349,benzimidazole_N-thiophenes,Cc1ccccc1COc1cc(sc1C(N)=O)-n1cnc2cc(Cl)ccc12,Cc1ccccc1COc1cc(-n2cnc3cc(Cl)ccc32)sc1C(N)=O
UNC10225492A,44525969,624,GSK1379882,2-anilino-4-aminopyrimidine,Fc1ccc(Nc2nccc(NCCNC(=O)Nc3ccc4OCOc4c3)n2)cc1,O=C(NCCNc1ccnc(Nc2ccc(F)cc2)n1)Nc1ccc2c(c1)OCO2
UNC10225493A,44336144,625,SB-282975,4-pyrimidinyl_ortho-aryl_azoles,Cl.Cc1nccc(n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,Cc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1
UNC10225494A,53467617,626,GSK2587663,4-amino-3-aryl-thienopyridine and analogues,Nc1nccc2scc(-c3ccc4N(CCc4c3)C(=O)Cc3cc(F)ccc3F)c12,Nc1nccc2scc(-c3ccc4c(c3)CCN4C(=O)Cc3cc(F)ccc3F)c12
UNC10225496A,25263102,627,GSK204559,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCC4CCCCC4)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCC4CCCCC4)c(C(N)=O)s3)c2cc1OC
UNC10225497A,22609863,628,GW320571,4-anilino-quinazoline and analogues,Cn1cncc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,Cn1cncc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1
UNC10225498A,44526759,629,GSK1558669,"2,4-dianilinopyrimidine",Cl.COc1ccc(Nc2ncc(C#N)c(Nc3ccccc3C(N)=O)n2)cc1N1CCN(C)CC1,COc1ccc(Nc2ncc(C#N)c(Nc3ccccc3C(N)=O)n2)cc1N1CCN(C)CC1
UNC10225499A,11716589,630,GW679395,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,Cc1cccc(c1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,Cc1cccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)c1
UNC10225500A,53469634,631,GSK2593067,4-amino-3-aryl-thienopyridine and analogues,Nc1ncc(-c2cn[nH]c2)c2scc(-c3ccc4N(CCc4c3)C(=O)Cc3ccccc3)c12,Nc1ncc(-c2cn[nH]c2)c2scc(-c3ccc4c(c3)CCN4C(=O)Cc3ccccc3)c12
UNC10225501A,11220119,632,GW608005,Biphenylamide,Cc1nnc(o1)-c1ccc(C)c(c1)-c1ccc(cc1)C(O)=O,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)O)cc3)c2)o1
UNC10225502A,1491157,633,GW823670,pyrrole-2-carboxamide,Clc1cccc(Cl)c1C(=O)c1c[nH]c(c1)C(=O)NCc1cccs1,O=C(NCc1cccs1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1
UNC10225503A,24802788,634,GSK1307810,4-aryl-7-azaindole,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCCC(NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225504A,44530990,635,GW282450,4-anilino-quinazoline and analogues,Cl.COc1cc2ncnc(Nc3ccc4nc([nH]c4c3)-c3ccccc3)c2cc1OC,COc1cc2ncnc(Nc3ccc4nc(-c5ccccc5)[nH]c4c3)c2cc1OC
UNC10243858A,3134,636,SKF-31736,6-aminopurines and related,CN(C)c1ncnc2nc[nH]c12,CN(C)c1ncnc2nc[nH]c12
UNC10243859A,51357696,637,GSK2286062,3-Amino-6-aryl-indazole,C[C@@H]1CC[C@H](CN1c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1)C(=O)Nc1ccccc1,C[C@@H]1CC[C@@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10243860A,,638,GSK2336394,morpholino-imidazo-pyrimidinones,[2H]C([2H])(c1cccc(c1C)C(F)(F)F)n1ccn2c1cc(nc2=O)N1CCOCC1,[2H]C([2H])(c1cccc(C(F)(F)F)c1C)n1ccn2c(=O)nc(N3CCOCC3)cc12
UNC10243861A,57391365,639,GSK2289044,morpholino-imidazo-pyrimidinones,Cc1c(Cn2ccn3c2nc(cc3=O)N2CCOCC2)cccc1C(F)(F)F,Cc1c(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
UNC10243862A,221158,640,SKF-18355,6-aminopurines and related,CNc1ncnc2[nH]ncc12,CNc1ncnc2[nH]ncc12
UNC10243863A,309461,641,AH5015,6-aminopurines and related,Nc1ncnc2[nH]c(nc12)-c1ccccc1,Nc1ncnc2[nH]c(-c3ccccc3)nc12
UNC10243880A,46190874,642,GSK682037,5-Ar-indazole,OC(=O)C(F)(F)F.Cc1n[nH]c2ccc(cc12)-c1cc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cnc1-c1ccoc1C,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1
UNC10243881A,70685442,643,GSK2363608,morpholino-triazolo-pyrimidinones,CSc1nn2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(c1C)C(F)(F)F,CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C
UNC10244034A,11959683,644,GSK943949,Furazan_benzimidazoles,CCn1c(nc2c(nc(OC[C@H](N)c3ccccc3)cc12)C#CC(C)(C)O)-c1nonc1N,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21
